state,city,year,month,day_of_week,time_of_day,severity,vehicles_involved,casualties,fatalities,weather,road_type,road_condition,lighting,speed_limit,driver_age,driver_gender,alcohol_involved,hour,vehicle_type,engine_size,car_age,casualty_severity,casualty_age,state_clean,state_weather,district,total_rainfall,avg_daily_rainfall,max_daily_rainfall,rainy_days_count,rainfall_intensity,drought_risk,flood_risk,normal_rainfall,season,annual_rainfall,monsoon_rainfall,winter_rainfall,summer_rainfall,post_monsoon_rainfall,is_night,is_evening,is_morning,is_afternoon,is_morning_rush,is_evening_rush,is_rush_hour,day_of_week_num,is_weekend,is_weekday,is_friday,is_monday,is_winter,is_summer,is_monsoon,is_post_monsoon,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,state_encoded,city_encoded,weather_encoded,weather_clear,weather_rainy,weather_foggy,weather_stormy,road_type_encoded,road_highway,road_urban,road_rural,road_condition_encoded,lighting_encoded,lighting_daylight,lighting_dark,lighting_twilight,vehicle_type_encoded,driver_gender_encoded,season_encoded,total_rainfall_level,total_rainfall_low,total_rainfall_high,avg_daily_rainfall_level,avg_daily_rainfall_low,avg_daily_rainfall_high,max_daily_rainfall_level,max_daily_rainfall_low,max_daily_rainfall_high,normal_rainfall_level,normal_rainfall_low,normal_rainfall_high,annual_rainfall_level,annual_rainfall_low,annual_rainfall_high,monsoon_rainfall_level,monsoon_rainfall_low,monsoon_rainfall_high,monsoon_dependency,weather_severity_score,multi_vehicle,vehicle_risk_score,high_speed,low_speed,speed_risk_score,young_driver,elderly_driver,inexperienced_driver,alcohol_risk,road_risk_score,visibility_risk,night_rain_risk,rush_fog_risk,speed_rain_risk,young_night_risk,elderly_dark_risk,combined_risk_score,high_risk_state,state_risk_score,major_city,urban_area,severity_level,risk_score,high_risk,severe_accident
Haryana,Unknown,2023.0,6.0,Monday,8:12,Serious,1.0,3.0,5.0,Clear,Urban Road,Wet,Dark,80.0,63,Female,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,HARYANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.0,1.0,19,23,0,1,0,0,0,3,0,1,0,4,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,1,0,0.8,0,0,0,1,0.5,0.6,0,0,0,0,0,0.4666666666666666,0,0.5,0,0,1,0.40465735902799727,0,1
Rajasthan,Jodhpur,2023.0,6.0,Tuesday,5:53,Fatal,4.0,10.0,4.0,Stormy,Urban Road,Under Construction,Dawn,103.0,20,Female,Yes,5.0,Unknown,1901.0,10.0,Serious,41.0,RAJASTHAN,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,46,7,8,0,0,0,1,3,0,1,0,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.6094379124341003,1,0,1.03,1,0,1,1,0.8,0.0,0,0,0,1,0,0.51,1,0.6,0,1,2,0.820471895621705,1,1
Goa,Unknown,2018.0,6.0,Wednesday,18:9,Serious,2.0,9.0,5.0,Clear,Village Road,Dry,Dawn,46.0,26,Male,No,18.0,Unknown,1901.0,10.0,Serious,41.0,GOA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,2.0,0,1,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,15,23,0,1,0,0,0,4,0,0,1,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,0,0,0.46,0,0,0,0,0.5,0.0,0,0,0,0,0,0.15333333333333335,0,0.5,0,0,1,0.36493061443340546,0,1
Assam,Unknown,2020.0,6.0,Monday,3:21,Serious,3.0,2.0,3.0,Foggy,Urban Road,Under Construction,Daylight,85.0,68,Female,No,3.0,Unknown,1901.0,10.0,Serious,41.0,ASSAM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0.7071067811865476,0.7071067811865476,1.2246467991473532e-16,-1.0,0.0,1.0,5,23,2,0,0,1,0,3,0,1,0,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,1,0,0.85,0,1,0,0,0.8,0.4,0,0,0,0,0,0.5499999999999999,0,0.5,0,0,1,0.5343147180559945,0,1
Madhya Pradesh,Unknown,2023.0,6.0,Monday,1:19,Fatal,1.0,8.0,4.0,Foggy,Urban Road,Under Construction,Dark,71.0,54,Male,No,1.0,Unknown,1901.0,10.0,Serious,41.0,MADHYA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,0.25881904510252074,0.9659258262890683,1.2246467991473532e-16,-1.0,0.0,1.0,33,23,2,0,0,1,0,3,0,1,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,0,0.6931471805599453,0,0,0.71,0,0,0,0,0.8,1.0,0,0,0,0,0,0.7033333333333333,0,0.7,0,0,2,0.6596573590279973,1,1
Arunachal Pradesh,Unknown,2021.0,6.0,Thursday,7:30,Fatal,5.0,5.0,1.0,Stormy,Urban Road,Damaged,Daylight,116.0,37,Male,Yes,7.0,Unknown,1901.0,10.0,Serious,41.0,ARUNACHAL PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,4,23,8,0,0,0,1,3,0,1,0,0,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,1,0,1.16,0,0,0,1,0.9,0.0,0,0,0,0,0,0.5533333333333333,0,0.5,0,0,2,0.7695879734614028,1,1
Sikkim,Unknown,2018.0,6.0,Thursday,8:26,Minor,4.0,3.0,1.0,Clear,Village Road,Wet,Dark,48.0,29,Female,Yes,8.0,Unknown,1901.0,10.0,Serious,41.0,SIKKIM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,48,23,0,1,0,0,0,4,0,0,1,4,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,0,0,0.48,0,0,0,1,0.5,0.6,0,0,0,0,0,0.36000000000000004,0,0.5,0,0,0,0.30047189562170507,0,0
Uttar Pradesh,Lucknow,2018.0,6.0,Friday,16:25,Serious,1.0,0.0,4.0,Foggy,Urban Road,Damaged,Dark,107.0,60,Male,Yes,16.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,56,10,2,0,0,1,0,3,0,1,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,0,0.6931471805599453,1,0,1.07,0,0,0,1,0.9,1.0,0,0,0,0,0,0.8233333333333334,1,0.9,1,1,1,0.5046573590279972,0,1
Manipur,Unknown,2019.0,6.0,Sunday,4:38,Minor,5.0,1.0,0.0,Stormy,National Highway,Dry,Dusk,114.0,22,Female,No,4.0,Unknown,1901.0,10.0,Serious,41.0,MANIPUR,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,35,23,8,0,0,0,1,0,1,0,0,1,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,1,0,1.14,1,0,1,0,0.5,0.0,0,0,0,1,0,0.5466666666666666,0,0.5,0,0,0,0.4195879734614028,0,0
Sikkim,Unknown,2023.0,6.0,Friday,0:11,Minor,5.0,4.0,5.0,Foggy,State Highway,Wet,Daylight,43.0,55,Male,No,0.0,Unknown,1901.0,10.0,Serious,41.0,SIKKIM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,48,23,2,0,0,1,0,1,1,0,0,4,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.791759469228055,0,0,0.43,0,0,0,0,0.5,0.4,0,0,0,0,0,0.41,0,0.5,0,0,0,0.35958797346140275,0,0
Haryana,Unknown,2022.0,6.0,Friday,23:48,Minor,5.0,8.0,3.0,Foggy,State Highway,Wet,Dawn,96.0,39,Female,Yes,23.0,Unknown,1901.0,10.0,Serious,41.0,HARYANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,19,23,2,0,0,1,0,1,1,0,0,4,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.791759469228055,1,0,0.96,0,0,0,1,0.5,0.4,0,0,0,0,0,0.5866666666666666,0,0.5,0,0,0,0.41958797346140275,0,0
Maharashtra,Mumbai,2018.0,6.0,Friday,17:55,Fatal,5.0,1.0,2.0,Stormy,National Highway,Dry,Dark,85.0,31,Female,No,17.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,4.0,0,1,1,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,34,13,8,0,0,0,1,0,1,0,0,1,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.791759469228055,1,0,0.85,0,0,0,0,0.5,0.6,0,0,0,0,0,0.65,1,0.8,1,1,2,0.6645879734614029,1,1
Chandigarh,Unknown,2020.0,6.0,Wednesday,14:36,Serious,5.0,6.0,5.0,Hazy,National Highway,Damaged,Dawn,102.0,44,Female,No,14.0,Unknown,1901.0,10.0,Serious,41.0,CHANDIGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,9,23,3,0,0,0,0,0,1,0,0,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.02,0,0,0,0,0.9,0.0,0,0,0,0,0,0.34,0,0.5,0,0,1,0.3995879734614028,0,1
Haryana,Unknown,2022.0,6.0,Monday,10:14,Fatal,1.0,3.0,1.0,Rainy,National Highway,Damaged,Dark,62.0,29,Female,No,10.0,Unknown,1901.0,10.0,Serious,41.0,HARYANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.0,1.0,19,23,5,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,0,0.6931471805599453,0,0,0.62,0,0,0,0,0.9,0.6,0,0,0,0,0,0.5066666666666667,0,0.5,0,0,2,0.5546573590279973,0,1
Jammu and Kashmir,Unknown,2021.0,6.0,Thursday,8:3,Serious,1.0,10.0,4.0,Foggy,Village Road,Under Construction,Dawn,59.0,38,Male,No,8.0,Unknown,1901.0,10.0,Serious,41.0,JAMMU AND KASHMIR,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,3.0,0,1,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,22,23,2,0,0,1,0,4,0,0,1,2,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,0,0.6931471805599453,0,0,0.59,0,0,0,0,0.8,0.4,0,1,0,0,0,0.4633333333333334,0,0.5,0,0,1,0.4696573590279973,0,1
Chandigarh,Unknown,2022.0,6.0,Thursday,0:21,Serious,4.0,9.0,1.0,Stormy,National Highway,Wet,Dusk,106.0,29,Female,Yes,0.0,Unknown,1901.0,10.0,Serious,41.0,CHANDIGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,9,23,8,0,0,0,1,0,1,0,0,4,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.6094379124341003,1,0,1.06,0,0,0,1,0.5,0.0,0,0,0,0,0,0.52,0,0.5,0,0,1,0.580471895621705,0,1
Kerala,Unknown,2018.0,6.0,Wednesday,5:45,Serious,4.0,0.0,3.0,Foggy,Urban Road,Under Construction,Dawn,82.0,35,Male,Yes,5.0,Unknown,1901.0,10.0,Serious,41.0,KERALA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,27,23,2,0,0,1,0,3,0,1,0,2,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.6094379124341003,1,0,0.82,0,0,0,1,0.8,0.4,0,0,0,0,0,0.54,0,0.5,0,0,1,0.605471895621705,1,1
Tripura,Unknown,2021.0,6.0,Monday,15:6,Serious,3.0,7.0,4.0,Hazy,State Highway,Damaged,Dark,75.0,68,Male,No,15.0,Unknown,1901.0,10.0,Serious,41.0,TRIPURA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.0,1.0,53,23,3,0,0,0,0,1,1,0,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.75,0,1,0,0,0.9,0.6,0,0,0,0,1,0.45,0,0.5,0,0,1,0.3793147180559946,0,1
Tamil Nadu,Madurai,2018.0,6.0,Wednesday,11:22,Minor,3.0,5.0,0.0,Foggy,National Highway,Dry,Dawn,79.0,43,Male,Yes,11.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,51,11,2,0,0,1,0,0,1,0,0,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,0,0,0.79,0,0,0,1,0.5,0.4,0,0,0,0,0,0.5299999999999999,1,0.7,0,1,0,0.31931471805599454,0,0
Telangana,Unknown,2020.0,6.0,Wednesday,12:22,Serious,5.0,6.0,1.0,Hazy,State Highway,Under Construction,Dusk,103.0,29,Male,Yes,12.0,Unknown,1901.0,10.0,Serious,41.0,TELANGANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,52,23,3,0,0,0,0,1,1,0,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.03,0,0,0,1,0.8,0.0,0,0,0,0,0,0.3433333333333333,0,0.5,0,0,1,0.4445879734614028,0,1
Punjab,Unknown,2022.0,6.0,Sunday,14:3,Fatal,4.0,10.0,2.0,Stormy,Village Road,Dry,Daylight,68.0,61,Female,No,14.0,Unknown,1901.0,10.0,Serious,41.0,PUNJAB,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,6.0,1,0,0,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,44,23,8,0,0,0,1,4,0,0,1,1,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.6094379124341003,0,0,0.68,0,0,0,0,0.5,0.0,0,0,0,0,0,0.39333333333333337,0,0.5,0,0,2,0.5804718956217051,0,1
Jharkhand,Unknown,2019.0,6.0,Tuesday,13:55,Minor,5.0,10.0,5.0,Clear,Village Road,Wet,Dawn,100.0,69,Female,No,13.0,Unknown,1901.0,10.0,Serious,41.0,JHARKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.2588190451025208,-0.9659258262890683,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,23,23,0,1,0,0,0,4,0,0,1,4,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.0,0,1,0,0,0.5,0.0,0,0,0,0,0,0.3333333333333333,0,0.5,0,0,0,0.18958797346140274,0,0
Odisha,Unknown,2022.0,6.0,Wednesday,10:33,Serious,4.0,2.0,1.0,Hazy,State Highway,Dry,Dusk,89.0,41,Female,No,10.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,2.0,0,1,0,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,41,23,3,0,0,0,0,1,1,0,0,1,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,1,0,0.89,0,0,0,0,0.5,0.0,0,0,0,0,0,0.2966666666666667,0,0.5,0,0,1,0.33047189562170504,0,1
Delhi,New Delhi,2018.0,6.0,Monday,20:24,Serious,5.0,6.0,4.0,Foggy,National Highway,Dry,Dusk,104.0,45,Male,Yes,20.0,Unknown,1901.0,10.0,Serious,41.0,DELHI,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.0,1.0,12,16,2,0,0,1,0,0,1,0,0,1,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.791759469228055,1,0,1.04,0,0,0,1,0.5,0.4,0,0,0,0,0,0.6133333333333333,0,0.9,0,1,1,0.4995879734614027,0,1
Karnataka,Mysore,2018.0,6.0,Friday,10:23,Fatal,3.0,5.0,3.0,Hazy,State Highway,Under Construction,Dusk,36.0,51,Female,No,10.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,4.0,0,1,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,26,14,3,0,0,0,0,1,1,0,0,2,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.36,0,0,0,0,0.8,0.0,0,0,0,0,0,0.12,1,0.7,0,1,2,0.5243147180559945,0,1
Maharashtra,Pune,2020.0,6.0,Monday,15:33,Minor,2.0,1.0,0.0,Stormy,National Highway,Wet,Daylight,99.0,30,Male,No,15.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,0.0,0,1,0,1,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.0,1.0,34,17,8,0,0,0,1,0,1,0,0,4,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.0986122886681098,1,0,0.99,0,0,0,0,0.5,0.0,0,0,0,0,0,0.49666666666666665,1,0.8,1,1,0,0.2699306144334055,0,0
Tripura,Unknown,2020.0,6.0,Saturday,18:51,Serious,3.0,8.0,1.0,Clear,National Highway,Damaged,Dusk,37.0,60,Female,Yes,18.0,Unknown,1901.0,10.0,Serious,41.0,TRIPURA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,5.0,1,0,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,53,23,0,1,0,0,0,0,1,0,0,0,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,0,0,0.37,0,0,0,1,0.9,0.0,0,0,0,0,0,0.12333333333333334,0,0.5,0,0,1,0.49931471805599453,0,1
Rajasthan,Udaipur,2019.0,6.0,Sunday,21:18,Serious,5.0,8.0,4.0,Hazy,Village Road,Under Construction,Daylight,87.0,30,Male,Yes,21.0,Unknown,1901.0,10.0,Serious,41.0,RAJASTHAN,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,-0.7071067811865477,0.7071067811865474,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,46,22,3,0,0,0,0,4,0,0,1,2,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.87,0,0,0,1,0.8,0.0,0,0,0,0,0,0.29,1,0.6,0,1,1,0.4495879734614028,0,1
Maharashtra,Mumbai,2018.0,6.0,Tuesday,12:50,Fatal,5.0,6.0,1.0,Clear,Urban Road,Dry,Daylight,120.0,37,Female,Yes,12.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,34,13,0,1,0,0,0,3,0,1,0,1,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.2,0,0,0,1,0.5,0.0,0,0,0,0,0,0.39999999999999997,1,0.8,1,1,2,0.5645879734614028,0,1
Jharkhand,Unknown,2021.0,6.0,Monday,9:45,Fatal,1.0,4.0,3.0,Hazy,National Highway,Under Construction,Dawn,46.0,69,Male,No,9.0,Unknown,1901.0,10.0,Serious,41.0,JHARKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.0,1.0,23,23,3,0,0,0,0,0,1,0,0,2,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.46,0,1,0,0,0.8,0.0,0,0,0,0,0,0.15333333333333335,0,0.5,0,0,2,0.5396573590279973,0,1
Tamil Nadu,Coimbatore,2021.0,6.0,Friday,5:0,Fatal,1.0,10.0,4.0,Hazy,Village Road,Wet,Dawn,104.0,50,Male,No,5.0,Unknown,1901.0,10.0,Serious,41.0,TAMIL NADU,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,51,3,3,0,0,0,0,4,0,0,1,4,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,1,0,1.04,0,0,0,0,0.5,0.0,0,0,0,0,0,0.3466666666666667,1,0.7,0,1,2,0.5346573590279973,0,1
Odisha,Unknown,2020.0,6.0,Tuesday,2:3,Minor,3.0,1.0,2.0,Hazy,Village Road,Damaged,Dark,94.0,64,Female,No,2.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.49999999999999994,0.8660254037844387,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,41,23,3,0,0,0,0,4,0,0,1,0,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,0.94,0,0,0,0,0.9,0.6,0,0,0,0,0,0.5133333333333333,0,0.5,0,0,0,0.31931471805599454,0,0
